"Julianne.337.COL_S269_L001_R1_001_F_filt.fastq.gz"	"Julianne.351.COL_S271_L001_R1_001_F_filt.fastq.gz"	"Julianne.536.COL_S265_L001_R1_001_F_filt.fastq.gz"	"Julianne.544.COL_S255_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.COL_S260_L001_R1_001_F_filt.fastq.gz"	"Julianne.582.COL_S270_L001_R1_001_F_filt.fastq.gz"	"Julianne.716.COL_S258_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.COL_S272_L001_R1_001_F_filt.fastq.gz"	"Julianne.856.COL_S254_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.COL_S247_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.579.COL_S159_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.604.COL_S166_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.842.COL_S133_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.COL_S157_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.COL_S259_L001_R1_001_F_filt.fastq.gz"	"Julianne.661.COL_S266_L001_R1_001_F_filt.fastq.gz"	"Julianne.717.COL_S257_L001_R1_001_F_filt.fastq.gz"	"Julianne.841.COL_S282_L001_R1_001_F_filt.fastq.gz"	"Julianne.853.COL_S284_L001_R1_001_F_filt.fastq.gz"	"Julianne.882.COL_S253_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.COL_S248_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.665.COL_S180_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.667.COL_S173_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.835.COL_S151_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.COL_S141_L001_R1_001_F_filt.fastq.gz"	"Julianne.540.COL_S267_L001_R1_001_F_filt.fastq.gz"	"Julianne.663.COL_S268_L001_R1_001_F_filt.fastq.gz"	"Julianne.791.COL_S256_L001_R1_001_F_filt.fastq.gz"	"Julianne.847.COL_S283_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.838.COL_S128_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.COL_S149_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.923.COL_S135_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.924.COL_S143_L001_R1_001_F_filt.fastq.gz"
"PWY-5840"	462.054101393161	5.35358268657781	1681.25202129703	25.6014385400966	34.3400957706145	3713.15533405206	743.864702781858	1545.9127504821	0	36.3867514323013	89.1568308189293	219.811542601648	1316.39492662901	44.8612804391998	0	0	26.6144493985911	15.4558590304002	252.882831243488	26.5000713331638	229.073169375095	153.651905855432	40.7369391370961	13.2907289039553	111.660672999891	1147.51674012695	23.4680120895166	0	5561.34717535344	0	0	41.7975734873777	425.445832671431
"PWY-5845"	0	0	47.0478816640217	0	31.8162722495306	0	0	0	0	0	0	0	0	15.258772891291	0	0	22.465865118234	0	0	0	0	31.8725502990858	0	0	0	0	0	0	342.757210230407	0	0	0	74.46008235292
"PWY-5850"	0	0	10.2752921798944	0	0	0	0	0	0	0	0	0	0	15.258772891291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228.952849755914	0	0	0	0
"PWY-5855"	17.2992959891963	14.4324679019892	2.14796396817582	0	29.2991294424655	0	0	59.444198831175	0	82.2673075683253	28.2538677004234	19.67942706993	31.7950335926176	5.57708898324734	21.316059048423	0	0	27.0674157051805	0	241.095263517569	238.21478596577	115.188259689994	0	0	170.123860217625	0	31.3631674051607	157.568119064465	65.7414839845744	247.752805398806	48.845926791754	0	12.3170707993047
"PWY-5856"	17.2992959891963	14.4324679019892	2.14796396817582	0	29.2991294424655	0	0	59.444198831175	0	82.2673075683253	28.2538677004234	19.67942706993	31.7950335926176	5.57708898324734	21.316059048423	0	0	27.0674157051805	0	241.095263517569	238.21478596577	115.188259689994	0	0	170.123860217625	0	31.3631674051607	157.568119064465	65.7414839845744	247.752805398806	48.845926791754	0	12.3170707993047
"PWY-5857"	17.2992959891963	14.4324679019892	2.14796396817582	0	29.2991294424655	0	0	59.444198831175	0	82.2673075683253	28.2538677004234	19.67942706993	31.7950335926176	5.57708898324734	21.316059048423	0	0	27.0674157051805	0	241.095263517569	238.21478596577	115.188259689994	0	0	170.123860217625	0	31.3631674051607	157.568119064465	65.7414839845744	247.752805398806	48.845926791754	0	12.3170707993047
"PWY-5860"	0	0	6.85340510783522	0	0	0	0	0	0	0	0	0	0	10.1835350944612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.735483240284	0	0	0	0
"PWY-5861"	313.113151436783	3.57017547589185	1198.00255685685	17.094339444926	22.9296799070389	2791.92359683871	511.606032231561	1141.24328204168	0	24.3006259444286	59.9016356842993	148.390558915264	947.619675164088	29.9771694787367	0	0	17.7728251747848	10.3112228015233	171.133615976977	17.697847133048	154.196347696983	102.872177716415	27.2342214231567	8.87191015458335	74.913392105091	809.682391076793	15.6799050783466	0	4686.18988066745	0	0	27.927634835217	290.532494343006
"PWY-5862"	0	0	31.4326714197017	0	21.2524502305722	0	0	0	0	0	0	0	0	10.1835350944612	0	0	15.0038124039866	0	0	0	0	21.2700036613057	0	0	0	0	0	0	230.979557074107	0	0	0	49.8799691318428
"PWY-5863"	159.330027846739	1.78569352900159	650.381250484333	8.55581982574524	11.4829206003324	1593.10275080782	264.384074463985	623.703996559165	0	12.1784940871404	30.1297832320725	75.1292057232058	526.373433249191	15.0318485629626	0	0	8.90240754856828	5.16061340379049	86.7311764766114	8.85946702948712	78.144840152582	51.6615381753871	13.6564088654454	4.44319366537205	37.8125976054524	438.862341179473	7.84863794317927	0	2997.15539949395	0	0	14.0008385728436	149.731548809949
"PWY-5896"	0	0	10.2752921798944	0	0	0	0	0	0	0	0	0	0	15.258772891291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228.952849755914	0	0	0	0
"PWY-5897"	406.988299730784	4.68495720850416	1509.62642409894	22.4115280265706	30.0643131302681	3386.41558260973	660.237467806967	1401.63030773431	0	31.8658965195883	78.2119244104134	193.290548717953	1188.69189163884	39.2901053754868	0	0	23.3014128910688	13.5278297284207	222.406102215267	23.1993677040361	201.378304656963	134.657474621016	35.686095627799	11.6349659044344	97.9952262206202	1033.02408868069	20.5448587930845	0	5437.93522820312	0	0	36.6063452557636	376.014096352996
"PWY-5898"	406.988299730784	4.68495720850416	1509.62642409894	22.4115280265706	30.0643131302681	3386.41558260973	660.237467806967	1401.63030773431	0	31.8658965195883	78.2119244104134	193.290548717953	1188.69189163884	39.2901053754868	0	0	23.3014128910688	13.5278297284207	222.406102215267	23.1993677040361	201.378304656963	134.657474621016	35.686095627799	11.6349659044344	97.9952262206202	1033.02408868069	20.5448587930845	0	5437.93522820312	0	0	36.6063452557636	376.014096352996
"PWY-5899"	406.988299730784	4.68495720850416	1509.62642409894	22.4115280265706	30.0643131302681	3386.41558260973	660.237467806967	1401.63030773431	0	31.8658965195883	78.2119244104134	193.290548717953	1188.69189163884	39.2901053754868	0	0	23.3014128910688	13.5278297284207	222.406102215267	23.1993677040361	201.378304656963	134.657474621016	35.686095627799	11.6349659044344	97.9952262206202	1033.02408868069	20.5448587930845	0	5437.93522820312	0	0	36.6063452557636	376.014096352996
"PWY-5910"	3955.39858835627	4150.22029034745	4770.04351892113	4900.73104893098	6257.96741876817	9062.224692675	3801.56238070169	3445.5319531813	2954.10673727708	2683.23822268762	3104.73916574789	3725.6531361069	3438.52100397341	4590.17396869275	3611.8728781391	4652.88029145751	3429.17083445948	3333.97611751763	3658.36838273545	4973.53240071485	3458.40485042797	6385.01027078319	2941.95953141638	2244.23973616009	2047.41419292675	2189.27003818671	6437.28444596329	4402.56801605993	2057.32590647715	3981.53959548757	2979.06977279262	3285.81915345678	2694.31964406844
"PWY-5913"	2630.96409301726	627.631807228916	4184.74267277748	1297.17986788329	1924.03394752712	5196.486626923	2132.64821507117	1979.03384356622	911.535972942719	2038.32589146737	1290.26455294849	2007.41592362232	1830.66670587025	2671.19726173253	845.489884562144	2823.11920045278	909.838682986547	1986.10339274312	2096.67717379918	1441.05521248489	2358.77021410643	3661.39035671355	1604.43451696812	1275.0520246138	3069.73224492967	2483.75967232357	912.318758468933	3733.35092864259	12725.5156403354	1851.96831357688	1028.03750379515	1680.2010419175	1717.13608646153
"PWY-5918"	3174.29846067857	48.1998848347578	1513.2310975182	1733.59055265163	126.914555587097	2171.73133887388	1243.57826778605	112.209289733652	69.2163105612443	58.4051937104935	162.300473804041	811.484277736021	34.3994164240311	96.7010620153203	0	14.8831025423202	78.3384678340385	125.210567945723	156.114999727424	105.689439158729	86.5644070665368	269.225826314333	375.908523829271	72.4405675808336	58.6613664157763	353.434856653494	24.8706158965353	466.47190317923	990.931109397629	99.2644898061181	77.3278820909681	146.804877213021	480.732514248432
"PWY-5920"	15.9399790325515	0	3.43478160566526	0	21.4575140816746	0	0	29.9438841743204	0	0	0	0	0	8.46522144748163	0	0	0	0	0	0	0	0	0	0	3.8348088403826	0	0	0	74.967849496734	0	0	0	0
"PWY-5941"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5971"	29.9491830243051	0	231.437003774993	0	322.561713095339	137.142848971606	105.059120429385	132.721850121476	114.642924170991	0	86.5190901063562	17.4668524178631	132.603609357604	175.297503695863	131.725146642148	143.284510197213	37.3841911112313	383.473178162583	140.900256301629	219.994664264253	118.083590157901	237.682773092143	29.8739052962389	237.536575695557	166.194325244002	526.66264379505	55.8209532265102	424.39640864161	3960.05611059895	279.310211187726	141.344782357887	126.989039701205	136.694640509921
"PWY-5973"	13996.2615074488	7616.95908373372	12499.826909491	11596.0330819564	11444.9566452195	16452.737967293	8758.60019177083	7592.97334779798	13545.346877324	6481.47713340543	5696.76641121582	6806.33070059687	7096.60813156408	8060.117319359	7485.32736696478	8933.38894816259	9650.09286177755	11023.7382240033	9993.44012011142	10742.5500278108	7487.66129712819	19695.6166719918	5193.35401007023	6050.52849437859	6917.99189684347	6554.21762983321	13796.3729705967	14782.8260014743	14829.6184374768	7620.28577830604	7354.9675161627	8240.58956112053	8318.68333036229
"PWY-5989"	17.9872243744172	0	139.947149430657	0	195.366667982514	82.5267580793896	63.3482579909054	80.1697621667168	69.0513047003706	0	52.1895739088635	10.4903662935629	80.1134864773087	105.960638615681	79.5228373473297	86.4952728425478	22.4654761030146	233.61373575409	85.0452943436504	132.953269069266	71.3081779129554	143.374085917945	17.9634384519835	144.652551003317	100.859570247575	327.760517608692	33.5357114210651	257.945591144155	2803.75028070914	169.838742201317	85.4595576327839	76.6782906420275	82.6106281260993
"PWY-6071"	0	0	2.2626570358886	0	0	0	0	0	0	0	0	0	0	2.71477337024936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.6301659281261	0	0	0	0
"PWY-6107"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6121"	14082.3781747482	8038.54272298904	12793.4304095785	12396.6268785227	11780.5125538881	17498.0788197509	9434.20067320202	8342.42076510639	13571.633525144	6860.3179766513	6128.20966766629	7245.42290123227	7334.62888785521	7908.86365570935	8011.09772179202	9389.65427443007	10129.6094923102	11232.0382672949	10988.1743226202	11704.3897531881	7847.98180985361	21944.9778439744	5570.64480030514	6109.28281233011	8355.99456930664	8540.1670970507	14831.0800968223	15826.665624364	17002.0715306475	7890.2158988562	8215.90793233137	8502.63747577739	8674.54998351092
"PWY-6122"	13623.5860986195	8134.87413320264	12762.1160008874	12373.6019301588	11910.7140140212	17686.9775342523	9148.35965381677	8316.29892531372	13944.8928540252	6679.87034226249	6156.63645287399	7151.31478284664	7355.94903561786	7983.47819778542	8148.95071930203	9308.25589044182	10164.9554670731	11164.2825272333	10947.8901297075	11832.5495541616	7683.38893334358	21999.1118607417	5505.3862522872	6176.3647497314	8100.92190190623	8290.33670656488	15197.2634749693	15785.7040506192	16715.5109119239	7920.72867178374	8306.64582839729	8415.07978503537	8558.53410231963
"PWY-6123"	12656.3778132246	6691.79747847291	10936.3395878017	10352.6096815641	9921.76483282532	14750.4961654624	7842.95461703473	6762.36400783633	11669.654848264	5788.42537402323	5207.99313917675	6082.47967634071	6154.3311630128	6757.88414722392	6446.80222859464	8042.23406382727	8438.25695548618	9543.20071898289	9042.47710167863	9583.62603691895	6637.07115809308	17395.3851949842	4596.27255634759	5176.01349621447	7185.45846982115	7138.9781055972	12247.4104314897	13063.3302574401	13584.4216029865	6576.7330387702	6543.12327045139	7162.72820015405	7243.41005640967
"PWY-6125"	6129.97641073039	6420.62570243854	7886.71742305843	8599.37419025242	8869.23344951615	14088.5578143218	5890.25988254098	6210.37460032929	5008.85120175472	3711.62697359534	5289.94511865793	5070.79018202179	4728.02109925653	5174.21309613672	5306.01909597829	6179.01795401013	5298.25169714559	5038.5207271358	6536.6592974394	8642.07764038093	4408.86648478569	11358.8383148304	3927.95044369591	2929.2819664267	4740.54681293205	5071.25932088871	10641.9860397011	9135.22964826688	13632.0576349947	5480.6600140625	5210.83334171682	4730.97104957355	4595.74472404066
"PWY-6126"	15126.5170823617	8020.74053103097	13906.927233146	12217.5865416338	12829.4490168914	18124.2212818708	9985.60265977013	8338.69841011872	10480.7847324712	8202.95880812792	6740.7737682953	8370.87990773418	8491.63911677676	9946.08377905207	8083.50089016921	11116.0082542137	10193.7295306173	12233.3701625847	10585.4133969377	11523.9993709583	9547.68348161904	20739.9283263671	6463.17382026011	6870.99668662154	8831.7513188838	8315.15400978202	14360.4203140642	14787.2616527972	14647.8760016756	8996.16613530773	7569.97565710288	9385.15652437573	8824.01230283556
"PWY-6147"	9282.6251987732	2448.52582539585	6785.50067160986	4905.82584440356	3416.00835628216	6320.88213571985	5286.81935869485	3291.94400690125	7301.28737965405	4334.61333236432	2062.47007591833	3483.64552612702	3033.78899583164	3880.09626345394	3164.60391581894	3665.85817860012	4918.74924083401	5365.25142369508	4733.28014711602	3909.16534341186	4159.05159865964	10954.3317480767	2658.77942731143	2846.7694784043	3835.15832322984	4034.26507829126	4948.39355554956	8198.08817234183	10483.4609778471	2944.62765965948	3349.21376214683	4455.40586325091	4685.51644876361
"PWY-6151"	11502.8097666654	5618.63612299321	9408.62640133207	9441.8959996396	8846.94844322867	12838.3473675681	6864.98414456487	5977.79472302155	10131.0709825944	5880.03249085808	4908.05761619769	5757.13725807657	5452.75356412349	5849.72596586793	5757.0942388182	7570.27227617173	7489.46083335746	8121.4722732625	8127.58096107409	8761.46463312382	6707.04671060742	14559.2534015455	4467.7722425295	4407.00751051934	5335.65006881666	5713.68164280782	11147.3383775362	11094.4885658693	5953.90087335591	5632.21408779368	5761.06360656546	6404.96077331796	6270.98748544014
"PWY-6163"	11687.8384618505	2894.8051190874	9664.23598323473	6388.37597537769	6034.15799742951	8332.69741990592	5780.42323403545	4038.38386625408	11894.3281466754	5363.53590051569	2425.9667933566	4312.11198567509	4928.1343434346	5434.13431453671	4301.32982769041	5984.60189024112	7216.72543275654	9030.71068852107	6911.89060902506	5387.10260147661	5792.26226391168	14760.5315076008	3157.1363967776	4716.34479658444	6772.80736448072	5462.5489921634	7311.41422058021	10768.9681793976	10878.1326297056	4822.73717771518	4494.42311676548	6176.64802350444	6348.6082135997
"PWY-6165"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6182"	4.30769230769231	0	0	0	0	0	0	0	0	0	0	0	0	0.744549964564139	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"PWY-6185"	4.44444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-621"	13198.5448766394	7754.34724960721	12699.0222872868	12203.719240138	11132.3534774698	17635.3350488536	7805.34618548471	7994.90246217733	15046.0697236421	6458.68122824494	6675.07036548225	7208.20835161351	6614.87827917699	8835.70262326404	8174.87557360018	8199.62868373591	10177.0134038645	9637.88951158737	10167.6247031727	12161.9422672513	6521.18622494797	20924.264885596	5673.34306386269	5903.16237643008	6151.63692594929	5523.84688329245	15804.1102986721	15226.7886790158	14413.2972223854	7243.89335514915	8265.56840691357	8190.66623247201	8016.51587767021
"PWY-6263"	529.23501516868	175.237421277579	965.573741795181	663.231822796102	536.142620603823	441.266118095358	327.393608603434	331.054632549078	1192.55382602889	239.528431656267	125.049109443261	395.180517088023	341.853198138734	861.517875598051	203.157129030358	229.504203906832	588.455742519719	914.750641352543	419.30849103912	313.432455051066	497.245441693695	1557.35733969729	285.989949583808	350.139449845076	2522.31349178916	210.516386152311	587.756743852763	1200.44048289841	545.266722328398	510.80026108593	380.04302287438	571.585364069449	466.562690590891
"PWY-6269"	6749.97463739216	981.672262874414	4021.60254239683	3026.08503786528	1929.26272917754	2482.79484150362	2067.75121586939	1208.66008932654	6635.90788514958	1888.85809940745	723.640882776151	1440.22409271231	1612.60780013602	2340.50853539768	1896.35157979936	1377.55299175283	3346.44455622451	2907.6256504761	2351.24635292017	1789.5309383188	1911.10960105781	5527.05470784808	893.399114395094	1781.1880297292	1927.87199598317	869.256735114096	3491.03909808657	5294.33408009519	6277.87536799412	1836.54856198094	1936.40501917515	2563.95152068124	2572.56034166887
"PWY-6277"	13623.5860986195	8134.87413320264	12762.1160008874	12373.6019301588	11910.7140140212	17686.9775342523	9148.35965381677	8316.29892531372	13944.8928540252	6679.87034226249	6156.63645287399	7151.31478284664	7355.94903561786	7983.47819778542	8148.95071930203	9308.25589044182	10164.9554670731	11164.2825272333	10947.8901297075	11832.5495541616	7683.38893334358	21999.1118607417	5505.3862522872	6176.3647497314	8100.92190190623	8290.33670656488	15197.2634749693	15785.7040506192	16715.5109119239	7920.72867178374	8306.64582839729	8415.07978503537	8558.53410231963
"PWY-6282"	17.9867108530615	0	139.961314396556	0	195.731209143091	82.5564022792068	63.33378815849	80.1899342379194	69.0908473505445	0	52.2150821139045	10.4905102008427	80.1673316574584	106.048424829781	79.6012416606933	86.5118429740292	22.4687657640305	233.766846356223	85.0596988205148	133.102365654047	71.299522771925	143.373130083045	17.9636502791164	144.973448783065	100.828698732443	327.039636642693	33.5504424891014	257.979854667416	2774.08652234989	170.003376314872	85.4955397164878	76.6814143859165	82.6121989074192
"PWY-6317"	12578.9987113196	7182.31825926771	12038.1953638397	10457.1605656458	11475.2731503925	15665.0680305141	8006.53953654355	7075.08841025653	12930.8878229613	6658.56730866674	5858.00999119602	7052.08571919654	7355.64615867673	9034.65632710786	7321.68293266896	9837.58128844988	9176.38640978564	10858.2117984221	9184.2503600319	10337.0772152415	7874.37822156166	18158.0010575126	5580.741443163	6347.85858728855	6609.35182730487	7091.48064914944	12768.8748510831	12716.4166214406	9926.492851107	7654.91643506518	6589.28916025247	8105.4826323028	7671.80373740435
"PWY-6338"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6353"	1726.92935294273	1653.76855358937	3539.7838446371	3376.38317344706	2556.36718560726	2613.74986931492	2803.54261758075	2048.55338843721	1685.96823631489	953.195136868973	972.162369511111	1875.7203247637	2413.58010142854	822.834924855854	2312.12460173495	2946.15791555885	2533.71624457153	3500.42764175057	2901.34604752014	2938.88539100775	2192.05835908207	10729.6659017299	1492.77417246711	2637.88782381891	2065.63725322888	58.9068750939338	3365.20364362627	4215.70941618102	9548.14224052756	2817.87092082273	3465.65723761756	2437.60397980997	2523.19118764823
"PWY-6383"	0	0	30.9156404866811	0	0	127.743638379073	0	0	0	0	2.49926838251813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6385"	13418.6800576974	7369.52478349522	12384.3793933908	11089.1514132945	11541.3986194519	16524.0527390386	8855.78096421979	7498.23505140181	12470.3958773435	7042.80287602383	6063.84360136812	7370.6172026571	7401.28746693134	8790.99144611833	7318.80451376694	9805.84344137815	9342.70793042296	10925.6517190809	9667.39165766844	10504.9354926466	8180.63277669029	18777.8397890657	5682.78391066527	6102.68917888609	7652.04872017252	7319.02014061421	13196.4866498832	13557.9015139997	12316.2409189703	7953.25931752396	6930.69799867347	8336.69348288141	7985.98312552686
"PWY-6386"	13376.7287603336	7220.9478595918	12310.5985109453	10991.3998481173	11298.9611899365	16299.848328001	8711.31161600479	7350.0874466876	12585.1823895382	6971.9550938821	5959.95650432054	7251.89260823437	7239.35802096529	8640.91024965249	7224.92756071177	9575.92447237043	9328.2143096414	10777.8910023924	9586.44797133349	10385.9373036103	8037.14963144084	18722.8301602109	5577.78251048979	6010.28623812177	7689.39013644301	7356.62034378233	13114.618932971	13578.7191168748	12156.9525143964	7815.57988245395	6892.22914046042	8259.39581856061	7940.91790504835
"PWY-6387"	13594.4712186226	7563.0847268217	12591.7040223283	11324.6563321334	11808.1519251856	16911.8935079162	9029.44885575522	7675.38099659874	12665.5900232366	7153.98117677815	6206.72093338971	7527.87414480691	7583.95048256543	8964.23494079545	7478.6808471771	10015.9515226218	9520.00738993456	11126.6563051113	9863.42253419909	10740.2196665964	8331.06109622287	19176.3943187408	5800.64485726724	6225.36054436828	7902.54160472599	7716.16723255951	13501.154055606	13797.4576735829	12655.7001958229	8128.61633832582	7104.51490898071	8506.42441480245	8157.06594595138
"PWY-6396"	120.063418932291	23.9208199807009	782.033974812755	0	23.930862685489	2030.89140805125	0	63.1767199357549	0	138.619407147306	47.5049800428216	31.7321237000481	51.3038424469208	0	35.7420503349169	15.9458758061766	0	43.3798898531426	0	582.522483650267	488.540864366082	186.669570153258	0	0	228.419554309964	0	51.7055975787758	333.137700058664	0	461.772054693232	108.850990609134	0	19.876467991699
"PWY-6397"	0	0	17.328442929633	0	0	70.8372821977066	0	0	0	0	1.42345906588045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6467"	5329.08	1392.67	3392.41	2767.25	2078.04	3100.13	3828.44	2397.29	1374.63	2571.66	1330.58	2128.83	1778.2	1637.51	1281.1	2232.08	1928.66	2719.95	2594.58	2037.93	2649.61	5487.83	1667.25	1028.25	3153.2	3398.27	1626.35	4042.87	8318.94	1837.2	1598.02	2330.44	2463.52
"PWY-6470"	31.097333688852	0	2012.67715639343	0	0	4636.95456403499	0	0	0	0	19.1352825683478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186.549880252642	0	0	0	0
"PWY-6471"	8638.74406006246	6454.10063517867	8753.22865954741	9006.80918266555	9528.87011893208	13697.3403868561	6465.506823028	6044.54454748034	7955.4806060187	5055.64331268642	5241.23662666093	5898.23000610619	5775.82991178881	7325.74521313216	6167.88202291895	7489.26803019051	7056.74886652496	7082.90224453209	7006.13460576159	8838.47153232353	5896.66865384321	13430.5936572259	4624.55151849278	4473.93314766388	4428.47389122728	3929.38439081517	11453.9187897318	9727.34975702622	5884.02965448216	6441.76665716486	5595.88530106915	6199.42117045154	5656.30217381978
"PWY-6478"	1401.56372432882	253.063543507003	1714.66413524162	885.365723106963	846.435662336148	747.955728485935	463.148561512497	586.366797660513	2034.91521160749	648.184368395872	249.808189282315	494.654987099426	706.630026271288	748.708851967775	515.935699546586	543.172139463358	813.380644975989	1114.45840521067	921.350874808176	781.787024857193	759.113476757632	2217.78146395422	295.47742496234	603.754551980301	837.132087817334	206.890904728917	1220.25401017699	1324.56051337901	1883.54490630583	905.249394438996	741.055395273432	838.175754900578	889.724729514914
"PWY-6507"	7405.2138154106	2168.07445444985	5490.30677923449	4034.99761325112	3733.55619256759	4771.63613370651	4820.89603844147	2777.26253120906	1985.98833579284	3514.69275578048	1798.30925041309	2851.97726588082	2831.367844292	2516.09840049485	2789.89373635384	3630.30014905616	3482.80178646912	5056.25487510172	4051.00027121193	3466.50270060067	3724.22940407916	10412.8535757984	2289.70830685548	2475.78098767647	3356.09391770948	4431.09235888424	3133.37676221091	6550.11768665419	9989.31022073926	3457.78555290261	3056.02880559168	3976.16516583229	4158.71282292793
"PWY-6519"	32.8580446197618	0	250.585038330278	0	341.088964903322	149.209498666615	114.844814403805	143.994087017603	121.639666814373	0	93.751124680573	19.1716494374488	142.983919019968	187.377882717538	141.627199349294	155.440525906964	40.9312655174154	408.280479898214	153.121307836579	236.456043582107	128.70405650881	259.005629124448	32.7289287587098	246.948158175705	179.947877831685	567.344244089961	60.8170455398048	456.375343875221	4231.69300219186	296.290947813131	152.347271946973	138.067358920779	148.729838934098
"PWY-6545"	591.272542862692	207.332606103753	1142.9441162516	1028.62895993958	365.263654723043	1742.66090980855	560.885722882655	556.841366790663	760.462973224056	523.856661311997	386.996387748645	958.34055988656	996.644089828743	292.065605024652	421.500324988735	901.690947506744	1243.3712139944	1274.54975987359	1051.21296165479	641.016216086347	853.475746232654	2475.17646414373	236.678157996789	613.842917450272	2625.13874232761	492.408013458803	869.24053036473	2120.52354935566	2092.3383313473	906.556658316793	722.565884320835	690.243804846248	694.56880777152
"PWY-6562"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6572"	719.124872055807	159.748822605965	1012.67947606645	156.548419812783	392.129415154652	847.20961143975	556.117414152348	198.029857383377	156.602384009868	371.3217623498	317.708281107058	170.936897264593	181.009685401759	300.121617782589	183.596814182509	437.962290478514	65.7650403324695	363.442988483462	280.087524032478	509.568774527419	322.440585357495	781.357985371984	246.318107494898	228.419207538658	179.780965688716	1013.77152848245	173.689921124459	1065.79972972745	7632.89817409796	440.242661211437	232.029615771601	431.97852446029	568.594396758966
"PWY-6588"	367.83922843622	170.850632948358	1346.55889481774	405.86264994425	466.976952591911	647.920974861589	570.593860626211	372.411168369339	478.592830734634	84.4723515531393	254.826237172264	452.994179303692	480.650990508476	283.415257168353	258.787340296631	589.784674418979	927.720824276251	655.933934178393	710.892351015751	225.497983077606	486.296255621083	2184.81354850832	174.408480316368	325.497373244538	198.473290315778	6.674532523354	813.442928750599	1597.0611903588	77.5968513075047	572.516812426923	780.201987854161	727.009213802818	742.542639161852
"PWY-6590"	45.8157091362853	0	911.89234232141	0	26.6824545293152	1665.86976348651	0	39.1954498435868	0	0	8.91054512693613	0	0	20.0412335009618	0	0	0	0	0	0	22.2530089010171	31.3457915249484	0	0	8.95535455461708	0	0	0	133.468562005953	0	0	22.3428709101139	0
"PWY-6608"	1041.95332557303	1089.97677249962	2462.8893722928	2322.69000379877	1657.52679998179	1622.12920248799	1944.70139088268	1359.23924463687	1260.70134711722	576.534922256787	594.497074463091	1230.40628689673	1751.69754566791	702.443717970783	1653.4465894299	2015.64012786217	1780.20427430954	2567.41005398713	2001.33582840298	2002.3934137863	1484.65641639693	9437.07098821023	982.48731453923	2138.39460840115	1451.83842879391	638.404028799205	2454.32919397596	3335.98943886509	10733.7494292886	2069.36306829974	2891.70910972865	1723.63003367518	1851.8504379175
"PWY-6609"	12424.3999263046	7309.92186971671	11571.4530623001	10696.4581239208	11677.9441927131	15405.6110995912	8657.58284267585	7161.67059272055	11896.8741983083	6003.29054445368	5386.47358726858	6745.33227848101	7443.09635346965	7355.57207437051	7815.80372414203	9800.0463341118	9082.05609076105	12152.7646496252	9684.14263162448	10528.0362022558	7770.25332155156	21311.9938009192	5338.68724697544	7067.81354535921	8006.61471131479	7173.81143910037	12447.1343122614	13372.6309436672	11285.9166855008	7682.61295232605	7282.07980924461	7786.63499899263	7713.11971181433
