"PFF_Cecum_11"	"PFF_Cecum_12"	"PFF_Cecum_13"	"PFF_Cecum_14"	"PFF_Cecum_15"	"PFF_Cecum_16"	"PFF_Cecum_17"	"PFF_Cecum_18"	"PFF_Cecum_19"	"PFF_Cecum_1904"	"PFF_Cecum_1906"	"PFF_Cecum_1907"	"PFF_Cecum_1908"	"PFF_Cecum_1910"	"PFF_Cecum_1913"	"PFF_Cecum_1914"	"PFF_Cecum_1917"	"PFF_Cecum_1920"	"PFF_Cecum_1921"	"PFF_Cecum_1937"	"PFF_Cecum_1938"	"PFF_Cecum_1941"	"PFF_Cecum_1942"	"PFF_Cecum_1943"	"PFF_Cecum_1944"	"PFF_Cecum_1945"	"PFF_Cecum_21"	"PFF_Cecum_25"	"PFF_Cecum_27"	"PFF_Cecum_28"	"PFF_Cecum_30"	"PFF_Cecum_32"	"PFF_Cecum_35"	"PFF_Cecum_36"	"PFF_Cecum_37"	"PFF_Colon_11"	"PFF_Colon_12"	"PFF_Colon_13"	"PFF_Colon_14"	"PFF_Colon_15"	"PFF_Colon_16"	"PFF_Colon_17"	"PFF_Colon_18"	"PFF_Colon_19"	"PFF_Colon_1904"	"PFF_Colon_1906"	"PFF_Colon_1907"	"PFF_Colon_1908"	"PFF_Colon_1910"	"PFF_Colon_1913"	"PFF_Colon_1914"	"PFF_Colon_1917"	"PFF_Colon_1920"	"PFF_Colon_1921"	"PFF_Colon_1937"	"PFF_Colon_1938"	"PFF_Colon_1941"	"PFF_Colon_1942"	"PFF_Colon_1943"	"PFF_Colon_1944"	"PFF_Colon_1945"	"PFF_Colon_1946"	"PFF_Colon_21"	"PFF_Colon_25"	"PFF_Colon_27"	"PFF_Colon_28"	"PFF_Colon_30"	"PFF_Colon_32"	"PFF_Colon_35"	"PFF_Colon_36"	"PFF_Colon_37"
"PWY-6386"	23587.3037	25159.1035	20944.403	30755.877	24252.9826	23438.3478	48246.4956	86101.3223	35013.0845	21394.5928	28807.4159	21696.7523	20378.1472	23485.5564	25014.2345	21407.5736	17852.7717	30008.8912	25400.5916	26010.4625	17130.2178	21230.0713	22311.5166	19407.3132	21428.1795	22816.1968	34509.3375	29191.0859	40528.7125	31173.8488	24414.0739	17081.0559	22735.8579	26919.3381	31355.6295	28866.3455	31476.5925	18719.913	31623.6681	19433.0637	35891.4132	20146.2381	30887.2331	26966.1898	31974.3466	21041.5055	17317.9109	18950.924	28819.1524	19533.3491	18126.7344	17675.3544	19883.39	21106.5226	15875.8589	14212.5535	30861.1439	22149.8034	25621.8923	18947.6937	17143.4297	16906.1085	24292.7906	28851.211	30328.6047	32891.9823	14643.2341	18707.892	21261.1978	32756.8353	28321.8245
"PWY-6387"	23547.9613	25134.7051	20871.1071	31309.5026	24495.9205	23860.536	49272.1607	89039.1289	36369.9851	21901.4965	28813.6672	21981.7389	20864.1088	23973.1128	25666.8759	21601.0202	18108.7859	30819.3438	25806.2432	26454.9228	17039.6201	21714.9232	23051.1063	19903.5264	21633.0429	23387.6121	35534.0577	30042.2408	41584.8363	31522.1712	24690.191	17382.1884	22992.47	27599.6337	31716.8809	29742.2747	31845.8918	19075.8068	32825.9556	19696.4743	37280.4135	20899.6919	32085.5756	27951.7112	33028.4869	21371.9797	17875.1312	19529.4251	30083.6882	20299.2347	18662.7839	18179.9114	20798.6321	21504.2788	16584.4564	14471.3117	31884.9308	23051.4926	26574.8732	19549.2947	17778.9767	17280.8463	25106.9706	29962.0207	30983.4603	34124.3263	15142.6391	19422.624	21659.9014	34090.0599	29179.5904
"PWY-6396"	224.3663	0	0	9.9931	0	1528.5102	209.2435	235.1434	326.7251	173.0679	168.7711	136.2091	153.8647	0	59.7407	306.1362	536.1083	221.9074	17.9579	218.7233	141.5264	35.8819	142.7449	27.9266	39.6964	995.3624	23.9747	162.7683	218.1055	180.7221	0	119.2918	196.0593	93.2002	0	318.9063	0	0	0	50.8713	5896.19	134.3259	127.4312	280.5698	315.2828	231.8015	122.539	220.139	43.9267	87.5817	451.4334	549.458	95.4346	179.417	161.8098	263.6212	0	280.0267	103.4194	159.3264	770.5377	59.5359	0	67.832	282.8701	214.4958	0	110.9172	205.1369	523.4704	63.7991
"PWY-6397"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5652	0	0	0	0	0	0	0	0	0	0	0	0	2.0869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6404"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6467"	6624	3150.33	5411.78	5555.6	7626.07	5429.44	8519.67	11699.19	5761.23	3645.27	8091.89	7078.59	4133.51	2362.37	6500.37	6616.16	5278.13	3298.58	7043.65	5361.6	4224.79	2733.64	5294.3	5307.46	6723.63	6433.1	4444.26	5599.47	6868.1	4815.58	4259.81	3519.78	4735.66	5153.94	7385.52	9716.56	3778.17	7800.06	5488.3	7656.05	5435.75	3559.21	3233.52	5553.92	5996.3	7498.3	5862.2	3717.69	4663.83	2579.85	6245.63	5498.62	2519.07	4374.02	3799.08	6195.37	3620.11	5333.12	7194.27	7899.66	4168.5	9427.46	3414.33	6410.55	5867.23	4889.19	3126.97	4799.18	10125.34	7688.5	7927.3
"PWY-6470"	11.9891	0	0	23.9783	0	0	0	172.4379	167.1837	66.9511	66.9262	95.3705	0	0	0	226.7718	0	43.1276	43.103	0	0	86.0007	0	0	0	0	0	0	50.332	67.0177	265.0654	0	170.7924	227.0273	0	200.0255	0	0	0	76.205	292.7319	0	95.7021	143.201	133.7698	198.9851	0	95.4724	105.2034	0	189.5788	14.3857	293.1519	583.1348	0	0	0	0	38.3375	128.5219	0	85.8041	67.0051	0	26.374	152.8798	364.5806	104.9121	291.2711	274.1185	169.2849
"PWY-6471"	11676.531	13375.9217	9220.9994	24520.5233	10011.9761	18238.002	36044.3117	76440.7187	31530.0209	16692.8949	14546.2384	13225.8943	16554.285	18404.6828	20162.7714	13009.7673	11264.2461	23895.5757	17552.9995	19008.5915	6774.8157	17265.4832	19185.2859	15624.4345	13467.5176	18003.2827	29503.4138	25119.4794	34625.8943	22608.2559	17477.4649	10117.2366	13367.4126	13815.3694	22265.9948	23484.9643	22663.3196	13313.5487	28477.4207	8712.2164	32221.7459	16871.0329	28526.6568	23717.8785	26418.1829	13991.1452	13549.9859	16111.6135	25993.903	17681.3273	13851.1989	13350.7164	18263.8163	14958.3365	13866.9272	8542.7485	27294.5153	19522.9596	21705.3665	14202.0944	14909.7177	11350.3669	21428.757	25507.5654	24756.6919	29896.588	12778.6603	14918.1238	12536.4531	15941.5219	23821.2557
"PWY-6478"	3414.4868	5585.8725	2524.8165	2467.7233	6420.2404	2922.8239	3293.5326	5621.6492	865.4318	1580.5921	3540.6575	2102.8363	1504.6598	3611.8821	1192.731	1445.6115	2220.2055	4771.4128	2189.3678	2257.6521	2529.9082	3003.7561	1089.3187	983.1334	1895.5922	2098.7618	2713.3746	2363.227	2907.6113	4892.6056	2502.6824	2403.9676	2346.325	2922.0464	4989.1792	1670.5743	5300.4599	1013.1265	729.5671	4748.0284	4020.7773	1200.4087	1062.7019	928.4258	1432.6435	1997.2362	790.6429	1093.5261	1413.1783	419.3107	1132.2526	1670.509	889.1801	2249.9354	1080.6924	636.8624	2867.8966	712.8322	897.734	1265.7609	967.2281	916.1623	1313.1844	504.6456	2484.8373	1582.872	445.0794	1271.7858	1734.6109	4414.8462	1597.9096
"PWY-6507"	12111.6592	7272.0621	9209.0204	9095.4872	11785.8858	6885.3444	12769.147	18817.4528	6867.4014	5566.5914	12524.5937	9987.646	6011.1544	5236.3552	7666.3477	7501.651	7373.7866	9060.4231	10587.5326	7214.2303	8862.8281	5859.6379	5819.6662	5934.5004	9088.2559	8254.1424	8885.255	8271.8282	10149.1653	9706.8369	7319.5568	6888.4384	10716.1781	6291.6067	10518.1282	11906.4806	8822.4463	10217.0579	7019.2011	10393.1345	6906.309	4796.2457	5249.9189	6681.6646	8395.0815	9871.0493	6557.486	5599.1374	6446.6887	3141.8917	7124.1953	7029.4452	3908.2736	6976.9067	3353.1413	7689.1281	6957.4382	5533.2849	7701.683	8572.2394	4945.921	10287.1897	6174.8995	6624.1409	9294.3604	7171.5511	3939.2323	6671.0175	11521.4476	12645.0543	9717.6428
"PWY-6519"	552.3678	76.2963	405.392	223.1012	263.5043	539.4638	868.8529	1230.849	332.6158	405.8158	1442.9101	1820.7649	263.8488	224.3385	175.8316	189.7413	389.4446	708.8144	507.0531	115.3536	574.9459	116.8191	203.0984	106.7089	139.3401	485.132	201.3882	324.8024	265.82	204.8322	228.6179	309.0359	385.3547	125.6554	202.1426	997.0725	87.2839	727.6887	225.5699	150.1206	383.1412	253.6151	320.8892	173.8995	783.8429	1257.209	906.1492	387.3798	556.4878	61.0933	168.7085	255.5255	687.7429	651.2446	27.3905	649.016	153.9117	159.7276	104.9255	270.3125	273.5389	260.2775	217.921	511.1423	231.4339	243.8608	303.0877	316.7351	1383.1785	542.8503	584.3126
"PWY-6545"	2825.9395	2624.0267	2700.0811	4585.8596	3961.2675	4958.3745	4935.7966	13529.5912	2724.781	3623.9455	4492.9142	4686.2977	3234.7544	1940.5984	5770.8689	5215.3625	2547.7481	3790.3017	2885.1957	2379.9278	2193.2586	2586.6544	4072.383	4643.7225	5733.9586	3939.076	3858.2	2604.8461	8297.7053	5643.8984	4479.1482	2855.2181	2693.506	5461.1643	4793.7401	1411.0656	3664.6808	1010.3223	1138.0646	2684.3961	2327.8096	1854.6461	2305.1697	2202.8041	3239.0443	3044.1409	3192.378	2023.4157	1027.4635	2087.74	2410.0359	1808.3262	804.7358	5857.765	989.3068	2379.1762	2944.2893	1795.2636	2662.1506	2428.5941	547.6406	1033.1271	2124.6673	1175.0057	5575.8371	1522.1028	610.6979	2066.5199	1780.7317	4826.8217	2601.8215
"PWY-6562"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.9756	0
"PWY-6572"	969.9643	441.1081	1460.8222	687.5885	797.2172	858.6621	929.5309	3726.2003	629.2184	353.4876	1439.2417	1931.7489	225.0728	196.7838	801.7399	563.7419	428.2146	417.8869	1506.2927	589.3626	616.2689	170.0952	591.8122	657.9407	717.853	986.3815	1132.4403	311.7806	824.2582	902.9786	203.5746	321.0981	793.4624	301.8594	1017.3738	2509.9397	597.4277	3026.5327	776.9015	685.0636	709.239	387.4251	1010.86	568.6719	769.0738	1463.9306	1094.3378	472.4199	592.146	195.8794	463.7559	387.1973	385.1855	594.3346	356.6021	974.813	379.0917	545.9677	1114.0281	886.1496	782.3286	2330.1609	1034.2162	805.7822	986.7605	1352.5882	263.34	787.6413	2526.9852	1524.444	1682.4084
"PWY-6588"	5033.629	2603.5823	2223.794	2839.4502	3486.1708	1941.1012	6712.6917	8280.3134	899.9442	1355.7033	3602.2848	2625.6847	944.6652	1257.0064	2737.3155	3591.5915	1932.5695	4421.8909	3279.1166	1838.12	2544.2424	2447.6625	1354.7153	1856.3123	3570.8012	2420.3989	1739.571	1085.136	4288.946	4650.8397	3775.8985	1846.1596	2262.8195	1506.8115	3226.6318	1260.9243	2591.7569	587.5184	409.8652	2212.1461	917.214	1433.8988	1890.8531	911.0156	1396.4719	1732.2987	915.5228	634.4492	1069.4859	641.8093	1230.9179	1092.7816	722.7422	2698.3105	543.902	731.6609	2824.2215	665.5442	2022.639	2004.1103	408.8112	688.4262	1052.0393	398.1713	4101.1036	1435.9684	556.1504	1186.8743	1523.9249	3399.4182	1305.0795
"PWY-6590"	152.5143	0	0	0	177.8767	120.0517	0	61.6099	0	0	40.3675	0	0	0	35.8473	89.164	26.9222	35.2917	0	115.9944	0	0	40.1759	0	6.0264	89.0529	0	14.1035	41.5134	0	0	40.3388	0	0	0	643.81	0	0	0	378.2177	415.9216	0	45.9536	8.9822	0	26.894	13.4555	0	0	0	181.6101	69.065	31.2884	700.0574	150.4159	126.9746	0	115.8852	49.1132	49.0555	74.37	85.9049	0	45.929	12.3639	31.3493	39.9181	114.8366	35.8324	147.1442	308.3549
"PWY-6608"	5278.7098	6728.8296	5455.5482	5455.8768	11232.7791	3874.6124	9222.1101	18323.5223	2562.2339	3156.7907	9525.8957	5705.7236	3189.4974	3812.5201	4703.9718	6215.5281	5286.508	9486.359	4335.0274	4314.7801	5029.6026	5887.748	2587.1892	3187.1388	4510.5789	4828.1607	7535.3682	3331.27	6098.2811	7502.0823	4634.6641	7712.1145	7222.511	8813.4546	3734.8442	3565.5806	7592.4244	2536.8402	1681.1432	7411.2714	6459.8547	3541.41	4205.9875	2977.6584	2048.1358	5892.2115	2970.572	2693.5569	2851.552	795.411	3770.9682	3959.0829	3214.0871	5566.1267	1270.667	967.4744	6705.9326	1134.3602	3433.6348	2296.7484	1665.9673	1290.5359	4209.2813	1089.881	4747.67	2297.1478	879.8364	7062.77	5030.5789	19733.4774	1487.9188
"PWY-6609"	22513.3841	24064.3709	20374.2015	29389.0048	23866.0353	22379.5176	46057.0321	84193.6569	33240.4892	21109.2528	27904.2308	21688.0345	19801.0043	21764.126	24787.9789	21420.0422	17500.7876	28313.5215	23767.3304	24580.3923	16563.7198	20462.2542	20961.7991	19105.4482	20766.693	21769.054	33462.5576	27511.3786	38720.4573	30787.8436	23615.0749	18298.0888	23029.6094	29653.5952	29522.5069	26951.1925	29950.4396	17839.0276	29478.4615	19001.2764	33449.8239	19070.6648	29582.6783	25956.0749	31472.0675	20214.4382	17028.6744	18107.5323	26576.4244	18455.5817	17945.8907	16904.939	17133.0642	18396.6852	14634.0151	12851.3207	29321.1088	20605.1716	24495.441	17943.3385	15987.5167	16096.4312	23093.25	26706.4931	28871.0656	30826.2747	13865.73	19611.3076	20971.1541	37797.5111	26080.7853
"PWY-6612"	9809.1426	7594.3953	11022.7642	10463.3248	13419.7161	10959.762	18314.4879	30143.7589	8420.5128	6859.1399	17190.7435	12320.27	7573.6031	8729.5813	11011.4766	12415.4163	8688.2728	9406.8192	12078.2686	11730.5804	6834.4094	6409.9608	8844.566	8790.7312	11240.961	8836.3367	12256.5613	8400.758	13688.4292	13822.0212	10499.1952	7528.5965	10989.1391	12754.3977	12987.7996	11498.2359	7137.8569	10032.2178	6362.8289	11044.73	6478.2299	7309.2805	7690.9713	7598.3145	7685.4066	11786.5047	8137.4721	6060.2072	8345.6762	3505.0898	7977.9535	7663.5131	4843.4345	8356.7539	6476.2676	5797.5545	6659.1421	6406.4535	10001.9882	9228.3485	4289.6722	9802.7924	7427.5295	6273.7529	10923.4045	7728.4374	4210.8847	7938.2484	13485.7852	14946.8068	10343.6267
"PWY-6628"	1937.6488	149.1975	848.2585	1548.3611	587.4338	1082.7269	208.9755	2163.9096	1334.4107	1119.9121	2768.0385	3354.6971	853.7237	266.4808	1225.0773	2848.2391	2191.386	1784.4137	1060.0103	968.483	5826.3647	638.9511	225.7433	615.6991	194.8436	2016.4341	2598.0558	1066.1659	325.9433	247.8961	129.2596	2316.908	4068.5846	134.3727	316.432	3560.8443	188.7753	1735.2638	1491.5032	344.4231	1349.5231	0	696.281	1088.5117	2421.311	3338.8647	2142.8985	948.6231	1155.8932	1207.1401	1960.5555	1838.3604	2388.0326	820.8569	329.628	6964.0902	1142.182	382.4994	663.884	454.0173	1062.1309	382.8125	2148.082	1690.0269	431.5481	421.1832	108.0707	2453.9037	5361.0784	466.2274	1189.4947
"PWY-6629"	0	0	0	0	0	0	0	82.171	0	0	0	0	0	0	0	11.9927	0	17.1471	0	0	0	0	0	0	8.0366	0	0	18.8174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.3473	0	0	0	0	0	0	0	22.2761	0	23.9224	56.3437	0	0	0	0	0	0	0	46.1124	0	44.2769	0	0	0	0	0	0	0
"PWY-6630"	1931.4389	149.1853	847.2371	1545.0293	586.9908	1080.4331	208.9483	2161.3785	1317.9233	1117.6455	2757.9681	3332.5005	851.3619	266.4206	1220.7859	2831.3119	2176.2408	1782.1263	1057.7727	967.2336	5764.1608	638.388	225.4935	614.2847	194.7728	1999.9997	2589.8175	1061.651	325.8198	247.8587	129.2442	2308.8936	4046.7032	134.3637	316.2962	3455.7549	188.7511	1715.3035	1463.0535	344.1134	1336.4162	0	694.7298	1075.7631	2405.1965	3300.1597	2101.6183	943.6542	1147.1461	1187.7762	1917.5207	1815.62	2344.0242	818.7443	328.8953	6597.7198	1139.498	379.8861	661.0664	452.2772	1034.9157	380.3411	2133.4494	1617.2301	431.2858	420.0005	107.8786	2412.2952	5209.5594	466.0835	1179.4857
"PWY-6690"	0	0	0	0	0	0	0	7.4836	0	0	0	0	0	0	0	1.0909	0	1.56	0	0	0	0	0	0	0.7309	0	0	1.7127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6073	0	0	0	0	0	0	0	2.0291	0	2.1818	6.9591	0	0	0	0	0	0	0	4.2109	0	4.0473	0	0	0	0	0	0	0
"PWY-6700"	12042.5818	5461.4223	12778.3156	11142.2995	11713.9531	9197.1853	17668.2778	21050.743	10759.1844	7653.6338	17493.531	11686.7836	8399.8315	4603.6787	10936.1177	13982.1265	9588.3204	7851.2057	11296.6472	10472.388	7206.3391	6436.137	9339.8831	8754.49	10545.0076	10203.3377	10717.726	9465.8683	11932.206	9820.7475	8432.7597	6703.4102	9291.2716	12282.9225	11734.1851	15050.0366	6929.8809	12240.5118	9688.0811	11350.651	9662.6188	7360.82	6004.5135	10001.2452	13550.2904	13716.3891	9345.2588	7323.5574	8342.6611	5637.8748	10436.7825	9298.5256	4827.611	9676.4961	6377.9262	8788.0666	8080.2682	8842.0016	11777.9714	11691.3011	6711.386	12597.8962	7478.18	10249.4981	9922.0184	9115.8555	5257.5673	8157.6735	14598.1477	19820.9491	12160.1549
"PWY-6703"	8982.4267	4008.7943	10381.7112	8289.0201	9085.3838	7090.3124	12984.7317	15274.1609	6941.2299	5524.2998	14039.0975	8938.0327	6160.8099	3309.6256	8167.6463	11317.9299	7465.3848	5584.7025	8778.3797	7637.9945	5549.786	4458.4537	6661.7569	6589.6766	8374.811	7457.0006	7595.2544	6634.721	8735.3728	7349.9727	6306.4819	5258.1922	6398.0898	6914.5789	8913.0416	10466.217	4873.862	9306.4629	6197.6988	8805.134	6225.8678	5055.2407	4064.8679	6607.2391	8230.0248	10710.6149	6754.8745	5154.0745	5541.8166	3122.0678	7378.4442	6922.5278	3116.6511	7353.2397	4356.2696	6751.9861	5330.0044	5815.7723	8132.138	8692.1487	4401.9814	9721.3126	5102.7969	6548.1179	7291.8574	5558.0262	3437.7504	5794.5329	11344.9689	9314.1047	8521.1143
"PWY-6708"	128.852	0	0	0	113.5479	985.2429	161.2345	17.1298	59.1181	0	61.8981	61.8725	94.917	0	57.0328	199.6627	322.6822	101.7153	0	150.1759	70.532	0	78.7283	17.4468	1.6746	605.1257	0	3.9209	101.1657	49.6185	0	34.7192	0	0	0	465.181	0	0	0	211.543	2416.0175	83.273	12.8022	73.343	0	64.1376	66.3959	96.0996	0	36.656	340.5541	330.5515	36.9809	268.163	167.2421	180.5815	0	188.5132	37.1882	27.2962	395.7218	39.1802	0	16.6404	86.2519	70.6605	14.8911	97.562	19.9413	54.692	168.7933
"PWY-6728"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6737"	25346.5499	26825.9043	23418.7051	28126.4192	26765.4261	21271.1128	43282.4356	63045.6459	17257.5733	17782.1848	31658.1742	21873.5832	17170.7121	21802.3127	20342.9526	21235.5833	17546.8871	26770.3111	23524.7367	24061.8652	19604.6592	18528.666	16269.3443	16074.9875	21719.9284	18664.4816	28452.7489	21414.1022	32469.5441	31999.8965	24101.8042	18024.2927	22608.6309	25808.7221	29617.8605	20364.2089	30110.1708	17552.2049	16066.4808	20462.2679	18439.218	15027.1303	17024.6097	15442.1785	21005.136	20632.9956	13284.6736	14018.4108	15961.7814	9245.7924	13301.8674	14823.2115	10463.9538	19714.9416	10825.4981	15591.722	21730.6478	12706.9015	18334.1892	16255.5445	9802.9723	13449.0172	17240.0503	14118.8823	26025.819	16667.027	8430.0764	13621.8445	19955.5083	30046.3913	18850.9283
"PWY-6749"	624.6544	9.9977	281.0297	285.7833	287.7967	424.6817	384.8606	1191.8929	470.273	81.8174	685.0045	519.1646	302.7236	156.7544	260.3675	415.2246	586.6942	200.592	538.0319	1358.3126	14.6524	167.8923	355.2079	79.1463	246.2345	526.9507	163.5592	89.1756	880.7265	757.4323	747.2437	132.0921	334.5829	83.1768	191.2927	1476.4262	0	417.3207	646.0788	214.3664	631.3617	163.2317	290.4435	325.6357	314.1535	631.0687	193.3299	196.8046	444.7017	5.9989	730.753	529.9579	53.2402	278.7298	303.6343	0	160.8577	362.2863	328.0162	182.0732	378.7196	212.3527	65.8972	345.4246	1093.4308	1006.9487	176.68	155.883	835.0667	250.8744	195.1432
"PWY-6876"	33.9699	0	67.8193	139.3847	0	0	604.8145	219.3362	585.7742	0	61.8775	1061.1452	654.1076	334.8432	202.1312	1443.4153	902.436	909.8138	5.999	11.9958	0	186.4966	17.9735	170.2342	0	0	0	53.8395	0	17.9925	0	388.8106	2262.8195	85.8491	0	111.0626	0	169.3035	274.7975	0	0	707.5254	0	651.8321	0	91.5022	915.5228	563.0933	1069.4859	19.9459	1230.9179	974.6986	722.7422	359.1734	0	0	306.1163	0	408.253	0	0	0	0	39.6418	0	29.9267	0	1028.086	1523.9249	135.6862	0
"PWY-6891"	381.4286	452.5258	194.8391	258.2788	208.596	252.3601	769.0548	1087.1283	131.2036	354.6141	459.3258	181.8828	22.7607	139.8119	225.2699	576.4282	151.9306	684.9473	102.5671	787.6793	756.3252	382.45	62.1133	182.7758	668.3494	93.0153	348.326	146.2949	599.6836	1347.804	458.1122	292.3428	576.6693	968.9212	695.5506	286.0904	410.9357	26.3611	19.1719	257.1666	153.9412	187.993	164.9431	140.5506	211.9603	186.4675	51.408	22.1565	52.5474	133.5126	204.9401	42.4573	110.9984	259.7828	0	76.3889	277.1285	0	16.7815	161.5864	0	66.5793	174.8563	56.6471	464.7031	174.7834	61.8198	156.7496	336.835	780.0826	57.3961
"PWY-6892"	11785.4429	6450.2244	11781.0756	11935.2181	10242.0627	8700.6188	14254.8769	20481.6442	7448.271	7134.5918	15221.681	11528.2742	7786.5282	6687.6677	9134.9426	11009.7472	8261.8377	9557.1376	9855.2083	9067.1197	8764.3994	6795.7405	8054.2274	7583.242	11217.6237	8808.7683	10918.4142	8855.628	12840.3592	13585.2801	8697.1676	6833.2449	8814.4419	9708.6733	11197.2159	11503.1468	7700.4458	10731.6141	7769.8747	9165.4962	7139.5315	5266.9511	4910.8822	7231.2757	9486.5243	11049.4207	8154.8863	6672.5872	6470.4719	3920.6018	7267.3333	7419.5113	4023.043	10631.3919	4497.4894	8291.7659	7759.8494	6670.6572	8985.4799	9688.8374	5183.0672	9469.3189	6853.5961	7515.9238	10239.3501	6667.6827	3960.2791	6617.1666	10800.8656	11948.7393	9679.0453
"PWY-6895"	1665.4409	1720.7949	898.4776	1161.542	972.6146	1123.5173	3170.7348	4426.0066	617.0989	1447.4724	2022.7861	851.1236	112.2812	627.5633	1025.7968	2358.5361	708.3223	2488.7302	494.1266	2877.4063	2675.4833	1497.2743	300.788	830.639	2655.5359	446.8505	1484.693	687.3026	2483.2266	4178.2997	1826.8935	1233.8056	2242.827	3237.7784	2789.1343	1315.2263	1647.0246	130.5455	94.911	1173.9006	714.4375	827.7911	726.3382	656.1745	972.0555	874.658	250.6664	109.1638	255.7312	587.8729	933.3351	207.941	503.5562	1167.2346	0	369.5542	1184.8024	0	83.32	762.1307	0	325.2632	780.051	275.9568	1956.7278	793.6775	292.2971	722.2804	1536.0577	3106.5595	280.9704
"PWY-6897"	11006.8214	11191.2615	12754.4823	11089.7817	13367.9546	8112.4455	17023.4627	22725.7126	8230.0376	7060.5002	18698.6361	10651.3956	7559.7289	11243.0747	9180.276	12205.8793	8960.7931	14952.9414	11211.9493	8623.5363	8627.8956	8982.5157	7514.3684	7257.7752	10779.2238	9060.4788	11542.7592	9035.9264	13369.3152	14805.9068	9045.9618	7869.322	9797.2372	8976.3655	11686.0647	12722.2968	12281.339	10621.7518	7501.3927	11180.3172	7788.7373	5918.665	4962.2924	7820.6692	9229.4259	11058.0716	8060.8585	6040.4528	10203.0785	3887.9255	8259.7095	8292.9673	6040.7477	9439.8482	4947.7536	9112.0639	9347.4801	6893.579	9377.1959	10531.3639	5433.687	10704.5485	6487.378	8332.0466	10443.1958	6821.1053	4208.732	7504.7986	13947.3818	12354.2753	10759.5426
"PWY-6901"	10115.6115	4381.4494	6928.9937	6677.9762	9625.0817	8833.2437	18229.0079	31545.4353	8433.9839	4902.7945	12895.0048	8015.3458	3985.7638	9854.786	8819.3354	8103.2248	7782.2718	12705.6104	14463.1341	11696.015	5983.5603	4682.2655	6193.4806	6302.5229	7860.9553	8177.2232	8695.6206	4730.9636	10542.0097	10845.9087	6611.2359	6148.5656	8613.1583	8248.3178	11123.7716	13467.1736	5782.2524	9532.2081	6232.5611	9672.7168	10636.2022	7703.4229	9482.2788	7307.4238	7421.846	10862.5581	5514.2795	4945.9132	16428.4081	4167.5945	7835.1722	8225.0424	9499.8945	9164.6965	5817.9182	6651.3364	6974.0829	5199.8927	8452.7478	8230.0953	4762.3326	10782.3826	6011.2791	5655.2884	8671.3271	11406.3184	5042.3152	7468.1115	12846.0674	14744.3954	11435.709
"PWY-6906"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.7664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6948"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6969"	13678.7276	7506.9825	11566.275	11411.1222	16499.7503	10336.5048	19252.0119	25618.8578	7990.7885	7505.7667	16604.3161	12678.5432	7190.3992	5932.7074	11676.9904	11930.6501	9507.8854	9017.8767	14761.0628	12602.1171	9994.0011	5581.3353	8636.7591	9208.0358	12338.8269	10554.7481	9668.8859	8033.0669	13682.5733	11214.9674	8955.993	7700.1943	10384.5386	9700.6213	15439.0733	12196.8494	9170.7704	11207.8504	6788.9848	15246.2123	7713.2962	7411.139	7014.1302	7280.7692	9968.6932	13353.7149	6991.6453	6152.9572	7971.3535	4257.1042	7868.5971	8247.9133	4523.9634	10954.8934	6782.4894	8514.5348	7206.5618	6072.125	10746.8929	10477.5975	4503.835	11100.907	6780.6063	5240.8944	11761.1494	8754.7121	4627.0283	7158.4912	14283.4001	15298.0256	11799.8212
