"Julianne.331.CEC_S246_L001_R1_001_F_filt.fastq.gz"	"Julianne.337.CEC_S242_L001_R1_001_F_filt.fastq.gz"	"Julianne.351.CEC_S244_L001_R1_001_F_filt.fastq.gz"	"Julianne.547.CEC_S233_L001_R1_001_F_filt.fastq.gz"	"Julianne.579.CEC_S234_L001_R1_001_F_filt.fastq.gz"	"Julianne.582.CEC_S243_L001_R1_001_F_filt.fastq.gz"	"Julianne.604.CEC_S235_L001_R1_001_F_filt.fastq.gz"	"Julianne.716.CEC_S231_L001_R1_001_F_filt.fastq.gz"	"Julianne.719.CEC_S245_L001_R1_001_F_filt.fastq.gz"	"Julianne.891.CEC_S220_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.536.CEC_S103_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.544.CEC_S179_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.856.CEC_S172_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.872.CEC_S125_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.842.CEC_S117_L001_R1_001_F_filt.fastq.gz"	"Julianne.542.CEC_S232_L001_R1_001_F_filt.fastq.gz"	"Julianne.667.CEC_S236_L001_R1_001_F_filt.fastq.gz"	"Julianne.717.CEC_S230_L001_R1_001_F_filt.fastq.gz"	"Julianne.841.CEC_S278_L001_R1_001_F_filt.fastq.gz"	"Julianne.853.CEC_S280_L001_R1_001_F_filt.fastq.gz"	"Julianne.899.CEC_S221_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.661.CEC_S111_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.835.CEC_S158_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.840.CEC_S109_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.882.CEC_S165_L001_R1_001_F_filt.fastq.gz"	"Julianne.663.CEC_S241_L001_R1_001_F_filt.fastq.gz"	"Julianne.791.CEC_S229_L001_R1_001_F_filt.fastq.gz"	"Julianne.838.CEC_S281_L001_R1_001_F_filt.fastq.gz"	"Julianne.847.CEC_S279_L001_R1_001_F_filt.fastq.gz"	"Julianne.923.CEC_S223_L001_R1_001_F_filt.fastq.gz"	"Julianne.924.CEC_S224_L001_R1_001_F_filt.fastq.gz"	"Julianne.962.CEC_S222_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.540.CEC_S119_L001_R1_001_F_filt.fastq.gz"	"Rep1.Julianne.858.CEC_S171_L001_R1_001_F_filt.fastq.gz"
"PWY-5695"	13789.1682851095	6322.07401898784	5760.5125948206	7225.03809155169	14280.1983467523	6534.26816382382	3303.65823651224	9378.63023262134	9401.1227612097	7402.67040430986	7216.67410143297	4861.15645348294	2942.87814649844	4803.93000228252	5785.45887351849	7139.91801564557	4789.35030853399	6537.44757866004	7917.24696567939	8779.31686447864	10704.5111685657	4127.4329943304	5331.92966919312	5156.43864745362	6300.92408763813	5795.47718731355	5533.47414875318	8883.31735409578	13227.1226889635	7512.39337825966	5919.33266346649	9671.3852264273	3693.31927250433	5444.65520422754
"PWY-5705"	1570.36278892129	138.157843406089	315.727216356408	651.725715875249	278.553763561248	116.613321316566	122.054205393618	479.173348961422	483.191599962791	93.1275756563806	333.737093547066	739.807595490283	0.659110425382409	75.8630735615441	179.848510176815	183.001437990405	241.249084869996	246.609598785797	184.754810363113	282.18943457017	277.708375945564	201.147102637139	62.451189946251	87.9200591954662	171.125513181337	255.007875782768	270.010016622609	158.073321920189	815.640821438408	238.274774172995	362.172881703083	462.952832489786	43.6695290869344	457.29198550141
"PWY-5741"	3.91508685360673	0	0	9.9298720141689	0	0	0	0	0	0	0	0	7.99199735174195	0	0	0	0	0	0	0	0	0	0	0	17.312414972625	0	0	0	0	0	0	3.99926343368438	0	0
"PWY-5747"	0	0	0	0	6.26651814504309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.652173913043478	0	8.18518518518519	0	0	0	20.29	0	0	0	0	0
"PWY-5823"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5837"	69.675830887765	8.91302628434862	0	0	351.167482039108	487.473781779176	19.2290115978128	93.8460644991492	410.836445512085	6.2221921001622	227.227866464181	0	0	17.5135300062402	553.433851813698	6.68438787031876	2.29893889043639	0	13.424785207373	64.1099838167284	88.0275043253784	92.2987948538485	0	30.8115788354415	0	6.79192171240332	0	7.94662539233806	3014.58170961848	0	10.5438309718409	13.7163739331043	84.1691452635269	0
"PWY-5838"	234.57367846258	30.362962971056	0	0	1109.66707806767	1375.89952029865	64.4642142731459	311.260219451871	1242.29801947002	21.2832561498025	699.66284435098	0	0	59.2654353321753	1466.10956400128	22.8523897230379	7.86899572731582	0	45.7243530876013	214.581121643099	293.586813871595	291.811962815117	0	103.349334090844	0	23.1986226069995	0	27.1753428135141	6183.50811754594	0	35.9063731048022	46.6943429806366	264.415313037971	0
"PWY-5840"	234.950830923644	30.3775305009663	0	0	1116.34616477133	1396.94523104815	64.5678261766063	311.759035112887	1247.2450605366	21.2860733235544	705.619823322246	0	0	59.3909966214092	1509.72652669458	22.8600251376886	7.87075771620138	0	45.7487559903457	214.985539037606	294.334209538202	294.171708460756	0	103.449710618641	0	23.2054971204336	0	27.1823582099982	5964.79052908671	0	35.9234888523835	46.7143898036615	266.189443990764	0
"PWY-5845"	0	0	0	0	591.167880492964	0	0	137.104930883987	0	17.4253092251757	107.647011727976	0	0	42.0547588231161	0	0	0	0	0	0	0	78.5541018593176	0	0	0	0	0	16.5105114440291	243.893299013721	0	0	37.5783528812987	0	0
"PWY-5850"	0	0	0	0	0	0	0	0	0	0	0	0	0	42.0547588231161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235.90395981752	0	0	0	0	0
"PWY-5855"	88.1328628521002	0	31.602351191032	17.376437675351	151.373437992171	26.8462425981358	1.67135481105149	0	34.5077150788986	109.123443314963	0	0	53.6646956552868	14.8049946205951	27.0633451946433	54.8126915957753	12.262340217353	26.9757781414744	19.7222957330143	24.6306150297996	397.680472597512	0	17.9577125157942	264.874437234156	225.617985399425	181.29472489939	121.23392928145	391.25565044504	71.1560648621084	0	17.2415558278332	14.8965634341027	0	94.7727796071226
"PWY-5856"	88.1328628521002	0	31.602351191032	17.376437675351	151.373437992171	26.8462425981358	1.67135481105149	0	34.5077150788986	109.123443314963	0	0	53.6646956552868	14.8049946205951	27.0633451946433	54.8126915957753	12.262340217353	26.9757781414744	19.7222957330143	24.6306150297996	397.680472597512	0	17.9577125157942	264.874437234156	225.617985399425	181.29472489939	121.23392928145	391.25565044504	71.1560648621084	0	17.2415558278332	14.8965634341027	0	94.7727796071226
"PWY-5857"	88.1328628521002	0	31.602351191032	17.376437675351	151.373437992171	26.8462425981358	1.67135481105149	0	34.5077150788986	109.123443314963	0	0	53.6646956552868	14.8049946205951	27.0633451946433	54.8126915957753	12.262340217353	26.9757781414744	19.7222957330143	24.6306150297996	397.680472597512	0	17.9577125157942	264.874437234156	225.617985399425	181.29472489939	121.23392928145	391.25565044504	71.1560648621084	0	17.2415558278332	14.8965634341027	0	94.7727796071226
"PWY-5860"	0	0	0	0	0	0	0	0	0	0	0	0	0	28.1650441965477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158.383139689527	0	0	0	0	0
"PWY-5861"	157.856981228368	20.3027333606805	0	0	769.52081017059	1011.05501550433	43.431277889654	210.534325381569	875.678864211437	14.2033324858548	489.752096667255	0	0	39.766043303979	1103.41695826124	15.2572202286928	5.25010871611631	0	30.5774074846037	144.971848607565	198.088852349252	202.195784316922	0	69.5366922107662	0	15.4973793688636	0	18.1402863263485	5053.96869325733	0	24.0123411810411	31.2202330392232	182.742361970109	0
"PWY-5862"	0	0	0	0	402.397721579192	0	0	91.9859455748449	0	11.6265874011936	72.2940764945793	0	0	28.1650441965477	0	0	0	0	0	0	0	52.9085830878748	0	0	0	0	0	11.0156374537584	163.786373165562	0	0	25.110925876208	0	0
"PWY-5863"	79.5890874300353	10.1851667021154	0	0	400.235378252128	552.736584873813	21.9630227758788	107.115529525539	466.928442097186	7.11027793548959	258.886323808401	0	0	20.0116047962808	626.391792006434	7.63858187988397	2.62724011412141	0	15.3393002056548	73.2088129098118	100.496350005351	105.254631460493	0	35.1859419686388	0	7.76127947126669	0	9.08091690527881	3333.91108102148	0	12.0480696294246	15.6735746324131	95.9776556377218	0
"PWY-5896"	0	0	0	0	0	0	0	0	0	0	0	0	0	42.0547588231161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235.90395981752	0	0	0	0	0
"PWY-5897"	206.120558541159	26.6032530076993	0	0	988.780775257417	1257.99552652191	56.6809486010245	274.30997016974	1115.25955736393	18.6332214908705	626.790410868422	0	0	52.0475767725991	1367.44252038819	20.0108999086604	6.88847014288626	0	40.0706366600195	188.809820971146	258.656744715306	260.25813677838	0	90.8462797318178	0	20.316438331556	0	23.794332616676	5852.81929837397	0	31.4637533338353	40.9157538091543	235.751036463491	0
"PWY-5898"	206.120558541159	26.6032530076993	0	0	988.780775257417	1257.99552652191	56.6809486010245	274.30997016974	1115.25955736393	18.6332214908705	626.790410868422	0	0	52.0475767725991	1367.44252038819	20.0108999086604	6.88847014288626	0	40.0706366600195	188.809820971146	258.656744715306	260.25813677838	0	90.8462797318178	0	20.316438331556	0	23.794332616676	5852.81929837397	0	31.4637533338353	40.9157538091543	235.751036463491	0
"PWY-5899"	206.120558541159	26.6032530076993	0	0	988.780775257417	1257.99552652191	56.6809486010245	274.30997016974	1115.25955736393	18.6332214908705	626.790410868422	0	0	52.0475767725991	1367.44252038819	20.0108999086604	6.88847014288626	0	40.0706366600195	188.809820971146	258.656744715306	260.25813677838	0	90.8462797318178	0	20.316438331556	0	23.794332616676	5852.81929837397	0	31.4637533338353	40.9157538091543	235.751036463491	0
"PWY-5910"	6515.07632061245	1525.32589040331	2799.95887517253	3140.87326124801	5868.01570552124	3989.16668591423	1038.89366639005	3094.24677890533	2930.16845895359	3168.30700888499	2770.43850678627	1938.20214910024	1735.31501762969	3428.02115903802	3853.88524143741	4490.70966605759	2582.9911148788	2143.658885293	2892.62004300886	4327.77669011606	4669.95637651581	1853.71894392328	3690.64290800197	1518.13969226441	2852.61527710774	2729.03998910537	2371.07871518974	5523.65376652705	1953.64419349185	2882.92286191361	1668.75353965072	1100.02940029411	1197.36883779162	3386.45729753233
"PWY-5913"	4902.49206782507	988.868699166691	1183.33324648227	1556.91289729771	6050.35246998042	3401.82849364124	683.322182209318	2165.44719193999	2841.31101904455	2447.34883461623	2534.86826386194	1275.56249911948	548.405316072825	1957.58496091254	1856.68020975919	1265.12701879507	1841.00048911527	1312.59797248021	1651.4940697139	2859.05056385108	3194.41705896485	1278.77539999971	2103.19572344422	1809.37551288739	1547.12474885091	1690.80672286595	1736.13360510605	2792.0356163262	13936.8579773074	2441.31610973691	1738.86443966242	3536.22260244431	1479.3580408193	1557.3571850957
"PWY-5918"	608.93277482446	1813.07120996063	73.7180318675365	422.308394938438	1762.31281886389	904.529221313677	865.409413063967	1690.92196576652	285.084540717756	73.1496372947927	625.486865106525	866.576072586306	53.9762115305871	39.7209588061442	58.7750665563085	24.8450853469859	44.3623101800766	63.8415727648146	165.497199554859	144.73410632646	59.1781503790403	366.860563680366	120.998971641915	86.169784494063	116.553134490442	148.97832272444	186.16850641528	116.237155263459	1151.11887881506	63.7998731296628	87.9821511990554	519.371841888434	276.259745762073	134.866259340086
"PWY-5920"	7.9335990979786	0	0	26.8595089832026	15.9028644632126	0	0	0	0	0	0	0	18.7500407413381	17.4032182852688	0	0	0	0	7.76088092699327	0	0	0	1.97914720508857	0	40.5783626027244	0	0	0	77.5367154464776	0	0	11.8138983734871	0	0
"PWY-5941"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-5971"	428.198865267672	0	115.441300412946	132.024734083066	653.086042294142	97.2655291586426	0	84.9962895491641	305.728968298252	116.70687209921	173.750367257216	0	41.7776656503998	130.475290651172	107.450717837275	278.120458820999	0	65.6068403781423	357.92211408541	195.99288335938	142.187436503024	65.4636121551079	341.958220053773	161.132611067378	194.388400553109	191.777604988071	164.129925744179	312.206427484283	4011.98597719916	175.831560218245	325.160204227467	306.913691278862	313.582616818254	162.32046664775
"PWY-5973"	21842.8147468278	12895.3991435143	10416.3677890754	16469.8471902901	20597.3429571571	10029.743890312	5227.98048644777	11753.4135482646	11906.773369598	8195.87862031678	11616.3906673992	9825.18297462984	6639.18524382651	14257.8475980974	8533.50152461841	11305.4064634047	7557.8223027234	9487.90446793277	9642.13683743304	12485.8065130519	12066.531485761	6670.06862654452	5535.65416965841	5711.05203501959	10180.9367444374	9500.21327022636	9784.91174081631	11700.857492348	15859.3377749587	9365.71318227329	10453.709919968	15688.8600843496	5368.38439678605	9801.82746333066
"PWY-5989"	259.073902585189	0	69.6045965537442	79.5014563503478	397.580560808138	58.5881996515214	0	51.172325513487	185.760417362371	70.4530864769437	104.991426627847	0	25.1356854138354	78.5906658621651	64.7580773187587	168.449511132052	0	39.4985432146877	218.280088589944	118.381963928621	85.7284265564597	39.4459765337836	209.519289755913	97.9959493309071	117.631074542798	116.102426690025	99.2602198316344	189.208385808368	2824.81712153937	106.393346125809	198.576445442188	187.567165566247	193.530010390915	98.0624498413614
"PWY-6071"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.3697277570469	0	0	0	0	0
"PWY-6107"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6121"	21984.9605838588	12708.2759560754	10898.0330222096	16165.1842174707	20981.5615205321	10600.9328314715	5283.63843834352	12298.1489748028	13019.1291686491	8566.63543240255	11568.5474464771	9947.09822974747	6814.88349040023	13930.889599374	8821.33645327015	11894.0576026287	7990.40574307619	9944.57257331947	9897.50002853434	13893.7832961108	12434.0922982674	6665.46414641442	5510.07826291653	6388.93391533269	10664.9219397276	10156.4758999327	10331.5797051803	12305.9318590022	17696.4675896371	9476.87879308954	10634.5280276414	15408.5784304441	6211.52182482151	10682.6767302522
"PWY-6122"	22121.6333970981	12708.8050552144	11018.4117714816	16568.0514691907	20986.9362759978	10608.1882834134	5244.66312608709	12124.0483647953	12876.6603704785	8378.89130696451	11610.6155352537	10035.7578830279	6932.22294952947	14263.8245698156	8989.4513594116	12043.2688890168	8189.07348763763	9844.28596078184	9848.93880308522	13896.3489869154	12328.0945530417	6707.16507642629	5466.4004229422	6252.13214639016	10717.5680305473	10201.4620771818	10404.3261325985	12424.8948526623	17305.2494989308	9328.7534949608	10624.3316514012	15371.4044342835	6220.23293855168	10862.692115242
"PWY-6123"	18691.2823682162	11346.8244720393	8878.67957693612	14099.4530634813	18015.0508524988	8884.64879612915	4594.76192414985	10261.5012791477	10533.9349677288	7273.32986498369	10096.8287995143	8574.67504530995	5762.01966905827	12184.5348272055	7362.84060562281	9733.41636770279	6492.88077623161	8330.67696328743	8393.53413625533	11481.9604778471	10609.398111188	5790.57144147241	4734.05463344072	5465.33333961834	8895.48292583534	8344.74763336092	8574.54490812384	10027.3869489021	14471.3157659592	8175.69896998279	9082.88073447449	13691.1036626507	5374.85818577519	8596.3496136986
"PWY-6125"	11003.9307601564	2672.2523569794	5046.61355370272	5235.90978559888	11514.4639529691	7020.83446664548	1802.93133721933	5473.40872344895	6586.47771680395	4526.62299841726	4965.54337186317	3985.61081734038	2896.40787450253	4032.42912548264	5522.86128458564	6714.67848229699	3022.74973393453	4088.53284241669	4519.24285466473	8177.07533164461	6009.89014948962	2960.96038696132	4276.07195246407	3124.12464894583	5210.34611069734	5361.53536543271	4995.42292000303	7958.84707063139	14224.0815215506	4016.35166345436	3988.59617215427	4737.10069295338	2749.43449575948	6118.82064551636
"PWY-6126"	22491.6211824356	10169.7444678098	9811.81872802148	15474.5627478093	21586.4333973136	10503.5267019842	5027.6313437117	12319.4649649029	11887.6496481231	10039.0663677446	11853.7662022775	9119.93744690575	5876.37218912604	12396.0883374452	9847.78045015842	12014.524581076	8709.65601571172	9265.57202937659	10588.5661485116	13175.4116365078	14757.1560798455	7008.98435126765	7201.47442191518	6772.32800061848	9976.22866085175	9484.03959058078	9172.36977957082	13456.3022173836	15503.511394717	10923.3821530787	8906.22156871416	13753.7003614716	5944.56093268728	9817.10028330421
"PWY-6147"	11549.9381820919	7853.55576333222	5744.82767506087	5910.7439162528	10917.7555340634	5069.25671559044	3160.95105191391	7335.99701597678	7685.44588826006	5314.53375446354	5902.53721980846	4532.53604478736	3555.78411139144	7521.04071659504	3483.62779855643	5444.30287749	4788.97287595539	5595.32918583232	4789.65327103457	5982.48241893003	6507.03188404196	3083.35452054735	1922.72759616708	3109.55010842425	5506.79667285975	5308.27969536417	5572.53098310686	5377.48853883583	11021.7118435089	5753.33352514622	6139.2709934784	8644.01538076798	3010.88259998764	4600.49686102911
"PWY-6151"	14527.1917837683	10313.3112493549	7081.13171509892	11591.6728771483	14306.4794428169	7137.00688568126	3764.90494036994	8211.59896381574	8244.20105247022	6972.42881872	8033.63422702788	7145.00756473554	4989.87157974484	11240.3628207052	6198.10638931715	8492.06977684263	5311.77354221188	7151.24017603981	7058.73852877766	10067.0420008894	10374.2063385487	4933.73391514021	4539.82326265417	4486.46852330656	7262.07266063577	7118.59781284568	7212.78391218904	8263.03627350525	6171.14395382635	6852.6868457073	7511.97060655748	11150.7911208907	4348.16550546764	7194.43598677375
"PWY-6163"	17330.0651005245	12637.8559632834	8120.18505987506	14830.5558944634	16846.6268433576	6841.58014118303	4704.45482526939	9623.13842892446	9483.3355864045	6826.49388752711	10150.7408585522	8680.83458339476	5534.05289571849	13278.082217067	6037.15732715494	7734.46034699842	6537.37514786031	8099.92909944399	7840.10197211488	8999.13408769816	9988.47028515078	5661.34468508807	3024.16263840276	5323.44495972589	8055.27512625696	7226.29107594681	7895.90183482158	7820.71834352081	12062.5401464613	8346.51321659599	9267.33217896134	15030.8175196886	5094.83057313376	6843.70261126114
"PWY-6165"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6182"	0	0	0	0	6.13427561837456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.617647058823529	0	0	0	0	0	0	0	0	0	0	0
"PWY-6185"	0	0	0	0	5.66210045662101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-621"	22429.7349839517	14042.7168333481	10512.8464716555	16748.6701431933	20668.6745871176	10315.5450303109	5421.43441303791	11179.2544014872	11628.8630853906	8036.18634799617	11451.7707983758	10450.4563793804	7233.05832590208	16782.3744320303	8352.98013626302	11597.6111722976	8786.93050722259	9629.94003941244	8645.03040373592	12852.3781777675	11234.0205067735	6782.04639706803	5187.21996013428	5267.49648214771	10382.3821644589	10291.0120291339	10425.3567339208	11442.4797868138	14489.6482984385	9635.92587272442	10516.2369525939	14313.3299640504	6013.88005311225	10659.7591949813
"PWY-6263"	2110.58031345363	568.616826340885	683.055583090563	1257.48672828779	1632.4649987484	540.734223590109	372.355142942452	1219.52329840713	1336.1905143335	488.155771641569	1409.85060620514	784.307285523107	540.720386834361	727.687432402427	484.27121885921	566.937729805546	320.592686724683	925.498295530387	748.412225473426	842.60723778948	883.152675274268	503.999846468857	173.463306618879	1277.08919487505	1125.12088940026	521.888912896714	674.394211606936	1027.87385150386	1920.67968867459	939.193307551131	613.402090169245	1130.98548639628	467.765467188131	582.492475617636
"PWY-6269"	8899.48442394705	7548.35577465515	3960.17457900252	6994.35618290593	7929.97203185227	2639.15381884531	2264.08331457064	4281.05614071708	3598.44958842906	2492.97601516875	4532.71658563389	4279.52786720783	2817.43125736489	7596.8588773185	2262.71582671698	3644.06522711588	2736.10949997769	3710.9873002433	2530.85492078981	3112.2885032904	4358.62250018489	2522.97172522928	527.510474619086	1796.51647269103	3487.69850884985	3366.99057422779	4042.11199540511	3022.1139344286	6837.63236797918	3180.74547318083	4747.4188935991	7989.87056146539	1971.89527521416	3341.00835272401
"PWY-6277"	22121.6333970981	12708.8050552144	11018.4117714816	16568.0514691907	20986.9362759978	10608.1882834134	5244.66312608709	12124.0483647953	12876.6603704785	8378.89130696451	11610.6155352537	10035.7578830279	6932.22294952947	14263.8245698156	8989.4513594116	12043.2688890168	8189.07348763763	9844.28596078184	9848.93880308522	13896.3489869154	12328.0945530417	6707.16507642629	5466.4004229422	6252.13214639016	10717.5680305473	10201.4620771818	10404.3261325985	12424.8948526623	17305.2494989308	9328.7534949608	10624.3316514012	15371.4044342835	6220.23293855168	10862.692115242
"PWY-6282"	259.217990924762	0	69.6270401580748	79.5735175223977	397.732873750459	58.5982150568182	0	51.1699303399318	185.740681421293	70.4418295384587	105.039711372713	0	25.1432959112904	78.646742464669	64.811178172643	168.616133199722	0	39.5015941623383	218.454199629953	118.417379596497	85.7404850692424	39.4628176388609	209.94163386092	97.9983697078509	117.684464175635	116.145996196083	99.2954824735143	189.324491920826	2798.66931290886	106.389206424838	198.726939137655	187.659379443854	193.882478548836	98.1087293220202
"PWY-6317"	20548.5058221782	12423.4822349129	9490.61662853745	15566.126136734	19122.3428089437	9293.02680654268	4925.24031323148	10543.9825621551	10074.3836077671	8288.50975999679	10935.034873609	8965.68788225886	6374.81325238752	14747.4059647365	8683.27792554011	11050.0246140406	8048.42377944757	8584.28697564247	9470.92131647569	11493.9067170699	12483.7955891043	6551.98104257781	6516.66599736723	5555.46000730914	9262.08022357483	8637.55393861048	8796.01524738999	11586.8263533761	10229.3309668463	9437.73146761946	9401.82619197975	14042.6218381346	5854.96582442555	8677.15340911272
"PWY-6338"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6353"	10661.8703166684	1791.09119240838	3938.34571638244	6204.93798775592	5215.2376067494	1854.82754164036	1707.07177524388	5378.77947297519	4486.32712028374	1752.12590050592	3934.31776160964	3916.15312011609	827.936578583501	1645.13192118415	3368.02881672723	3820.63355078307	4040.90383508247	2612.1403410067	3143.79579501491	3299.32996678245	4408.98397831825	2409.37764423609	1251.58814940839	1850.77364869059	3029.01534612902	3305.51112173073	3031.27328010702	5147.55650554485	9788.24313763091	2775.7339456415	3426.28938057597	5152.61356817539	706.1379446749	4756.70078761245
"PWY-6383"	0	0	0	0	7.49620201538139	13.4810837473021	0	0	0	0	11.4808303777922	0	0	0	0	0	0	0	0	0	0	1.99910842963449	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6385"	20780.7844534853	11836.8915312364	9475.73530523278	15299.6976943332	19669.8103153591	9567.91674189597	4892.81071085962	11099.2176694446	11025.6321862841	8666.53060140737	11104.573602681	8966.67494867659	6192.76241916412	13806.0872249073	8634.15668345785	10928.0996469235	7716.98404069907	8911.93430953321	9509.42805914941	12085.741779187	12703.1940083941	6435.95310761518	6339.26915462805	5945.33821337373	9516.9321269257	8772.90008299246	8935.16750805824	11907.9181972443	12936.8685332157	9654.01570600686	9452.22325568971	14266.3950464803	5579.84863524431	9043.8451586592
"PWY-6386"	20693.4272918875	12009.5483937419	9454.88580162633	15255.6205964589	19695.0152688829	9507.44775722954	4923.99454844299	11064.0464921232	10983.515714769	8600.31495755598	11093.4532423024	9024.77549237997	6225.79957172287	13879.9812325515	8459.79621409896	10832.3041141693	7673.77183205141	8954.03985788652	9386.86500639404	12016.8651612373	12544.1186957344	6405.85187336522	6153.37139598494	5931.21617505675	9525.13110692379	8793.51225300476	8992.48511791986	11725.8787079086	12729.2956523905	9623.23996228369	9548.3003386468	14459.1968775716	5646.84896099056	9030.64890343828
"PWY-6387"	21275.0456128048	11983.6171201124	9678.11588146746	15602.2987250606	19992.4191538754	9756.50729198353	4987.93962842368	11310.4014404422	11190.1515102675	8807.72994660023	11288.8528158608	9125.41761618105	6293.52656390382	14028.7472568494	8850.05007931225	11153.0319847222	7854.84498250987	9046.14911264142	9684.6862618989	12311.0170888924	12945.7911202239	6557.87082355024	6475.87317823856	6072.03164712824	9682.13049509875	8934.14338905863	9081.25129416558	12149.1354513526	13281.8207635387	9810.39632931399	9635.09111259929	14467.066831677	5838.20069555976	9273.43654949211
"PWY-6396"	148.137851948894	0	51.305627859885	181.980168834721	744.200476093294	635.400230654259	0	70.4130659156674	55.0093299571265	190.17158873831	297.537614763147	0	65.690715119969	0	43.5657947006612	90.5416292596389	19.8198318642794	43.1183861340269	31.621943494304	39.6829356105345	689.518511667235	139.879686649472	29.7600673435392	331.516233398103	337.045501052382	322.827309084422	199.576317228749	705.615881316734	0	0	27.5705214865516	66.0144571667594	0	168.496758982094
"PWY-6397"	0	0	0	0	4.17717303103069	7.31386463786194	0	0	0	0	6.47968040736797	0	0	0	0	0	0	0	0	0	0	1.13833092967549	0	0	0	0	0	0	0	0	0	0	0	0
"PWY-6467"	4377.83	2060.25	1995.73	1536.05	5019.22	2405.63	1133.58	3735.8	4301.75	2948.64	2439.52	1491.42	962.53	1066.9	1603.1	2120.43	1186.09	2527.68	2329.9	3012.27	3139.19	1170.44	1372.17	2020.58	2274.33	2139.17	2046.57	2876.01	8915.82	2780.18	2158.83	3204.33	1194.67	1893.12
"PWY-6470"	0	14.3658526361726	0	0	1333.55110320749	1508.56168422029	0	0	0	0	775.293675951784	0	0	0	0	0	0	0	0	0	0	338.211340625386	0	0	0	0	0	0	168.25028186107	0	0	0	0	28.6901633359818
"PWY-6471"	14808.7499660318	5306.18891675546	6608.35804635636	8872.27187330659	13241.2560867706	7217.32931300775	2889.7427620013	7255.38699421426	7198.11345500024	6165.87614279127	7049.1977035279	5357.27584688319	4232.72165566028	8932.52516433251	6829.65794106577	8612.06167908638	5789.80356212172	5591.56900926291	6261.33585349912	8658.14272484014	9076.70294123574	4245.08015094456	5164.138494314	3468.28661233489	6635.03077003655	6259.99721293121	6021.35693488455	9561.05378560307	5684.36878462229	6566.67435014678	5284.06831407482	5355.96754758556	3179.18600309819	6947.57158571325
"PWY-6478"	3545.35610790435	1770.10944413984	1327.7062998229	3530.05784364754	2692.23099617525	676.033306680484	796.542667190498	1333.13829865253	1248.35151563717	916.613044616988	2195.64122207969	2517.32292079376	854.91613082476	1889.46295851377	958.552210898344	914.945729555186	824.243660934096	1092.22806147265	956.150738120783	1251.52972734814	1477.82332883624	1208.26979433257	207.373685611167	910.384283368784	1203.0191361997	1035.0330742661	1141.0127088711	1600.70517376178	1925.47376328887	1047.0154327904	1780.18027959423	2505.47515469772	511.216788976401	1370.07302510409
"PWY-6507"	9409.01843376316	3753.05883620219	4553.58979391232	4896.68245035452	8620.97116766408	4099.94061877443	2230.07647217282	6274.64098850391	5685.81254721066	4168.54683893514	4284.04092937462	3315.39567797792	1687.37824816414	1936.80523174704	3125.01840351137	4603.81509540741	3701.71878586019	4302.91982617499	4261.55255261396	4686.53031135765	5386.2618210384	2403.52995695584	2223.74861954606	2742.30438748104	3715.90122382108	3995.00618604199	4095.73611321877	5299.59176185002	9929.74472987013	4627.27585858016	4980.20298413283	7590.27143401425	2165.62511644298	4311.00171437045
